"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SOX21",2.60975352352941,4.51553159090909,46.4836511735344,2.17886678782152e-38,7.52535508511046e-36,77.5456734480441
"TEPSIN",3.32259734705882,5.29325052272727,46.3366901299173,2.49008158442835e-38,8.45446005072351e-36,77.4146585475329
"FAM170A",3.1892783,5.15924352272727,46.1370810223912,2.98711824693002e-38,9.97299212041702e-36,77.236014439717
"RPRD2",3.31658836470588,5.59744161363636,46.1129220023576,3.05380224407034e-38,1.00284863201995e-35,77.2143383689895
"SUMF1",2.94902105882353,4.72331311363636,45.8350349537106,3.93985520661254e-38,1.26425534381202e-35,76.9641597781032
"PCK2",3.94332615882353,6.49015827272727,45.8250917418957,3.97604266474427e-38,1.26425534381202e-35,76.9551788641009
"RYR2",2.76601984117647,4.97136118181818,45.7444417566862,4.28241592898956e-38,1.34039618577373e-35,76.8822593484075
"AMER2",2.64018592941176,4.84035534090909,45.5180886363737,5.27788996901093e-38,1.62656449014195e-35,76.676888361707
"STYX",3.33257432941176,5.00821152272727,45.4428337659681,5.65893710623616e-38,1.71757315321398e-35,76.6083748618772
"LORICRIN",3.07446048235294,5.51665345454545,45.3120866837553,6.38922523813485e-38,1.89112756240676e-35,76.4890603070329
"LOC101927247",3.00074842941176,5.08778859090909,45.3069913864273,6.41956241232328e-38,1.89112756240676e-35,76.4844033303339
"TBC1D32",3.17888468235294,5.16810254545455,45.2794400835396,6.58617272966595e-38,1.91209003073432e-35,76.4592127229289
"ZNF579",3.32471781764706,6.39684415909091,45.2471590714746,6.78702361075004e-38,1.94225224243635e-35,76.4296774778618
"TRAF3IP2-AS1",2.5638935,5.18463381818182,45.2212038441979,6.95305305870015e-38,1.96174026580115e-35,76.4059141408836
"PLEKHA7",3.02520686470588,6.15157054545454,45.107662036171,7.7296430477751e-38,2.15055846573654e-35,76.3017946981395
"RNF121",3.18690021764706,4.92879129545454,44.9851647408138,8.66752260045985e-38,2.37846318811523e-35,76.1891586310314
"PARP10",5.18256895882353,8.31808897727273,44.9629743182468,8.84949504582972e-38,2.39558222646028e-35,76.1687206638557
"ATG2B",2.495844,5.00198425,44.875248127242,9.60800726810005e-38,2.56623468792773e-35,76.087820360143
"POLR2J4",2.96688534117647,5.12204065909091,44.8218824037619,1.01016471767767e-37,2.66258152954198e-35,76.0385270243702
"SPRY3",2.43165073529412,4.39497306818182,44.6257344662546,1.21501565990176e-37,3.09618584621663e-35,75.8568252977796
"ZNF34",2.92989620588235,5.68497825,44.6158214005445,1.22643214523929e-37,3.09618584621663e-35,75.8476204608007
"PBXIP1",3.29208446470588,5.17594645454546,44.6027597054068,1.24164251245131e-37,3.09618584621663e-35,75.8354887233868
"TMEM134",1.55380291176471,2.75067643181818,44.6005262397164,1.24426263991677e-37,3.09618584621663e-35,75.833413907614
"CFAP263",2.50884568235294,4.62383229545454,44.5939991716809,1.25195214428688e-37,3.09618584621663e-35,75.8273498629897
"RETREG2",2.69596498235294,4.70698495454546,44.4380329243612,1.45089340384094e-37,3.54442642265143e-35,75.6821748435493
"MCM3AP",2.56093245294117,3.87948065909091,44.4068627617179,1.49438124636922e-37,3.60668013581545e-35,75.6530983631591
"TMEM102",2.57991141764706,3.81106293181818,44.3922513566179,1.51522344622721e-37,3.61344715176469e-35,75.6394611571874
"PRKAG2-AS1",2.20643814117647,3.34516577272727,44.2762402387683,1.69162453521777e-37,3.98666149288028e-35,75.531020561891
"GUCY2F",3.6654263117647,5.85408077272727,44.240268677262,1.75048409895811e-37,4.07740668259637e-35,75.4973369496841
"CHKB",2.92654622941176,4.56011975,44.0969749108733,2.00652861032987e-37,4.62008978415265e-35,75.3628768716306
"LINC01828",3.97025436470588,5.7470655,44.0474747408036,2.10362696654485e-37,4.75989586428017e-35,75.3163237500385
"ZBTB8OS",1.8310634117647,3.07646515909091,44.041944161391,2.11477002756058e-37,4.75989586428017e-35,75.3111190979172
"FAM224A",2.59331671764706,4.23963925,43.8829088365446,2.46240154144179e-37,5.45274995800132e-35,75.1611677897412
"MYPOP",2.19581896470588,3.55502925,43.8767270838508,2.47703797013838e-37,5.45274995800132e-35,75.1553278612988
"LINC00112",2.53156700588235,4.05269220454545,43.8152815163596,2.62745074148457e-37,5.72098839711076e-35,75.0972339546765
"KMT5B",2.59219071764706,4.23464625,43.702814625203,2.92741434690891e-37,6.30558754809455e-35,74.9906846511687
"TOP6BL",2.7249831,4.38865670454545,43.6412376078057,3.10626641285214e-37,6.61965199811212e-35,74.9322282311769
"MTPAP",2.92328847058823,5.13341836363636,43.6211457543667,3.16701131886857e-37,6.67611542034114e-35,74.9131362684935
"REPIN1",2.53782079411765,4.57473527272727,43.6105881520889,3.19941633562674e-37,6.67611542034114e-35,74.9031004576239
"CENPV",2.83137109411765,4.85213125,43.5411017464491,3.42132813439695e-37,7.0216294645192e-35,74.8369860238975
"NDST2",1.92239481764706,3.05062784090909,43.5369418799783,3.43510227397605e-37,7.0216294645192e-35,74.833024589425
"DAZAP1",3.09744984705882,5.48643431818182,43.4792974203291,3.63192006462672e-37,7.34895179137398e-35,74.7780898499943
"NFYC",2.02616948823529,4.66937765909091,43.4378618682433,3.78048977784932e-37,7.52223786470587e-35,74.7385559084507
"BCLAF3",2.7408519117647,4.96291106818182,43.4345412506189,3.79266186269615e-37,7.52223786470587e-35,74.73538601089
"LMOD3",2.33497271764706,3.90660670454545,43.2972077972326,4.3328289784822e-37,8.50933628401524e-35,74.6040679142171
"D21S2088E",2.81038175294117,4.86922709090909,43.2581272608737,4.50048552015891e-37,8.75278892619643e-35,74.5666211125759
"ZFTRAF1",3.69297790588235,5.79791804545455,43.1844531138881,4.83482517131248e-37,9.31261709920497e-35,74.4959325078091
"MUL1",3.20063481764706,4.71425159090909,43.1361278487033,5.06782830154843e-37,9.62713866579104e-35,74.4494984416668
"ZSWIM6",2.49843702352941,5.88878854545455,43.1307954623531,5.09423272051643e-37,9.62713866579104e-35,74.4443714741631
"SLC22A15",1.66418757058823,2.87350097727273,43.1080317084251,5.20854418057177e-37,9.75117355375829e-35,74.4224773439333
"ZC3H10",2.76506583529412,5.10484145454546,43.0977899215858,5.26082724558138e-37,9.75786031328576e-35,74.4126229539191
"PPP1R1B",3.10416897058823,4.500583,43.08545055715,5.32453175791743e-37,9.78541469491761e-35,74.400747142727
"BRD3",2.13021,3.29325545454545,43.0299220345256,5.62112111724077e-37,1.02365725655061e-34,74.3472615409666
"CAMK1D",2.47572795882353,6.51729520454545,42.983960514502,5.87936562896524e-37,1.06104011062551e-34,74.3029375089677
"RBFOX3",2.01247664705882,3.50675336363636,42.921786423589,6.24814164005278e-37,1.11752476190658e-34,74.2429012900803
"LOX",2.77443742941176,5.09693729545455,42.8330521426543,6.81586861605454e-37,1.20827858510447e-34,74.1570639203715
"FGF7P3",2.8827994117647,5.36856990909091,42.7784740203425,7.19101011086378e-37,1.2635992503581e-34,74.1041772580588
"TLCD2",2.24553674117647,3.89004529545455,42.6856773032594,7.87803249556053e-37,1.36209847516682e-34,74.0140979491808
"COPG2IT1",1.72372614117647,2.947634,42.684450564958,7.88755107424878e-37,1.36209847516682e-34,74.0129057943863
"ARHGAP26",2.6886816,5.79168675,42.5353943327628,9.13627930971476e-37,1.56425595839492e-34,73.8677906082157
"EME1",2.94960217058823,3.93960259090909,42.3741678531697,1.07163968980595e-36,1.8192445988299e-34,73.71024136921
"CGB3",2.54361732352941,4.50961272727273,42.3205183381381,1.13020679518738e-36,1.90254643035241e-34,73.6576798478852
"PRPH",2.09239751764706,3.28804181818182,42.2950349837511,1.15916289553254e-36,1.92522587776295e-34,73.6326894788608
"NKAIN3",2.33914842941176,5.80863959090909,42.2917927231562,1.16290101442351e-36,1.92522587776295e-34,73.6295088401725
"PSME3IP1",2.20351119411765,4.79841495454545,42.1714427306503,1.3107448353301e-36,2.13631451809708e-34,73.511270011097
"GIPC1",3.15189268823529,4.82287218181818,42.1706846568394,1.31173465318461e-36,2.13631451809708e-34,73.5105241458906
"SLC12A2-DT",2.39413578235294,7.08318211363637,42.0850218312934,1.42865707852131e-36,2.30797246749507e-34,73.426152794928
"LOC105373942",1.95880204705882,3.73890190909091,41.9996650916278,1.55578353488308e-36,2.49323646166223e-34,73.3419087583814
"LINC02683",2.83972521764706,4.38111040909091,41.9857949771974,1.5775085897704e-36,2.50798825954608e-34,73.3282029904229
"IRF1",2.83471567058823,6.43682979545455,41.9433829635119,1.64588424545028e-36,2.58331510008421e-34,73.2862649034868
"LINC02433",2.58722002941176,4.65165131818182,41.9404758661176,1.65068057513368e-36,2.58331510008421e-34,73.2833887105296
"LINC00937",2.41380480588235,4.76118495454546,41.9041095001097,1.71190250038435e-36,2.65835898354257e-34,73.2473917901955
"OTOP2",3.24395815882353,5.28667959090909,41.8486763064914,1.80972463867627e-36,2.78864645861255e-34,73.1924605409517
"SEPSECS-AS1",2.52520218823529,4.69849861363636,41.7609747123507,1.97631740994053e-36,3.02210613404036e-34,73.1054017167266
"HMGB4",2.86529844705882,4.67657570454545,41.6823258624924,2.13903750793048e-36,3.22536808337079e-34,73.02717103028
"LOC107985946",1.55956257058823,2.74365481818182,41.6812094315793,2.14144346589614e-36,3.22536808337079e-34,73.0260594554559
"ZNF883",3.17462108823529,5.31661265909091,41.6736513479506,2.15780442662023e-36,3.22575658761616e-34,73.0185334509089
"PCK1",3.42616441764706,5.73653056818182,41.6249192527087,2.2664095301236e-36,3.32938249510246e-34,72.9699748602559
"STRIP2",1.75317031764706,2.95619325,41.6211389580564,2.27506457111756e-36,3.32938249510246e-34,72.9662056107244
"CCDC57",2.59787320588235,6.56811293181818,41.6203026664456,2.27698383500917e-36,3.32938249510246e-34,72.9653717155702
"ZIC5",2.86939155294118,7.68258990909091,41.5327748593052,2.48729915882204e-36,3.61054903982051e-34,72.8780004697443
"KLHL7",2.29551446470588,3.65621731818182,41.4353537703648,2.74488098131272e-36,3.9557881883206e-34,72.780533468238
"VSTM4",2.97256699411765,5.07673997727273,41.4135364394161,2.80621309653781e-36,4.01529005356039e-34,72.7586739715093
"LINC00997",2.43543430588235,4.11979936363636,41.3802610624393,2.90246692889919e-36,4.12356152622046e-34,72.7253117662544
"LINC00161",2.31589722941176,6.21636563636364,41.3355205616697,3.03723318581826e-36,4.28463768861348e-34,72.6804115842835
"MYOSLID-AS1",1.7176117,2.95928702272727,41.31713132473,3.09446504733432e-36,4.33484782015392e-34,72.6619424149817
"LINC02994",3.12800723529412,4.57761293181818,41.2411148527213,3.34299868948623e-36,4.63465105724044e-34,72.5855069443784
"BYSL",2.12352487647059,5.57173320454545,41.237663860715,3.35475440944421e-36,4.63465105724044e-34,72.5820335409107
"CBR3",3.05876002941176,6.20914575,41.1972806045655,3.495502804332e-36,4.79602138194374e-34,72.5413661090254
"CD8A",2.22566451176471,4.69945311363637,41.1493405697793,3.6704576191134e-36,4.9830127350169e-34,72.4930362229991
"HEATR4",2.68900877647059,4.79958306818182,41.1463832896725,3.68153896157399e-36,4.9830127350169e-34,72.4900530254156
"PCDHB9",2.87715126470588,5.76986468181818,41.1381859429805,3.71243477601378e-36,4.99110694181934e-34,72.4817827013299
"SCPEP1",2.67341682941176,5.38629872727273,41.0936302345135,3.88506438646423e-36,5.1790309773992e-34,72.4368011028739
"OR2A4",1.77813274117647,2.94089081818182,41.0888862265593,3.9039221125563e-36,5.1790309773992e-34,72.4320088379389
"VENTXP1",2.91826015882353,5.15686409090909,41.072760624685,3.96872519784089e-36,5.23036205020715e-34,72.4157150106486
"TMEM250",3.0657112,5.85055534090909,41.0609614416667,4.01683808971035e-36,5.25916997471097e-34,72.4037886294479
"STX7",2.31700592352941,4.17609772727273,41.0435730785518,4.08883141913219e-36,5.31866694727637e-34,72.3862064853372
"CCDC33",1.77139884117647,3.04695604545454,41.0351839336863,4.12403571427684e-36,5.32985054376734e-34,72.3777211507413
"LOC101928505",1.61146119411765,2.79326843181818,40.9542197511527,4.48015094147259e-36,5.75297331151148e-34,72.2957382139813
"LINC02223",2.70341596470588,4.59097615909091,40.9287959978633,4.59834654484258e-36,5.86713872524119e-34,72.2699606962732
"MCM8",2.58915088235294,5.20502520454546,40.8770129013388,4.84904986466422e-36,6.14785866385783e-34,72.217406882695
"DDX25",2.72160723529412,4.21878570454546,40.8648250073426,4.91006228781329e-36,6.16577607622519e-34,72.2050277927325
"HOXB1",2.90025300588235,5.74441081818182,40.8619158347582,4.92474127494025e-36,6.16577607622519e-34,72.20207243049
"MAGIX",2.78211356470588,6.49676179545455,40.8286383953935,5.09587927158771e-36,6.34041326512081e-34,72.1682514804829
"PKHD1",2.38529490588235,5.78328147727273,40.7472235498448,5.54069106583501e-36,6.8513039154819e-34,72.0853891803581
"FAM217A",2.02683481176471,3.74004111363636,40.7181576373171,5.70894842587853e-36,7.01605244584041e-34,72.0557659392515
"SERPINA2",2.24310952352941,3.97528809090909,40.7054791266618,5.78397029662681e-36,7.06490810866025e-34,72.0428376235366
"GEMIN2",2.46876807058823,5.24632588636363,40.5801175373826,6.58232495003019e-36,7.96482062162173e-34,71.9147864538043
"LINC00910",2.35798644705882,5.38108040909091,40.5774861199469,6.6002407307768e-36,7.96482062162173e-34,71.9120942979488
"FOXD2-AS1",2.98744296470588,4.84619436363636,40.5455813089699,6.8214721336705e-36,8.1824987893226e-34,71.8794390162432
"PLEKHM3",1.69039038235294,2.89275984090909,40.4697004970953,7.37862051003941e-36,8.79812655101842e-34,71.80166891257
"TENM1",1.67639265294118,2.97412559090909,40.4398501300521,7.6103581429982e-36,9.02075114322722e-34,71.77103495437
"TMEM92",2.39415418235294,4.77468636363636,40.3815284082457,8.08484506954464e-36,9.52680096665401e-34,71.7111163108518
"LINC01019",2.41905692352941,4.60694297727273,40.3197646349098,8.62040824566708e-36,1.00984805834622e-33,71.6475660509346
"SLC39A14",2.7416203,6.55303788636364,40.3098228660317,8.7099460578251e-36,1.01440488040903e-33,71.6373275422252
"PROX1-AS1",2.65649934705882,4.43872645454545,40.2977026254403,8.82039151951513e-36,1.02132995906894e-33,71.6248420919376
"LINC00967",1.74012335882353,2.91861331818182,40.2754472851593,9.0269371865907e-36,1.03923911334359e-33,71.6019062795226
"LRRC77P",2.2108899117647,3.88725647727273,40.2672004447982,9.10472412429062e-36,1.0422047637588e-33,71.59340403928
"ABCG1",2.12729412941176,3.41350175,40.2454120931975,9.31355406184875e-36,1.06005178958497e-33,71.5709324607825
"FUT2",2.59351432352941,11.4592851136364,40.2384991544333,9.38082956693597e-36,1.06111552537137e-33,71.5638001853523
"RNF7",3.06672118823529,4.05553354545455,40.2335965349909,9.42884202855948e-36,1.06111552537137e-33,71.5587412643824
"CCDC66",2.24771281764706,5.91984509090909,40.1286473129935,1.05191636413106e-35,1.17720606738957e-33,71.4502967790478
"CDC42EP5",2.47541771176471,5.21116770454546,40.1023388214354,1.08121646912575e-35,1.20235386435741e-33,71.4230672750187
"RPS11P6",1.78898194705882,3.01510118181818,40.0975097301506,1.08668469706989e-35,1.20235386435741e-33,71.4180671701684
"ADAMTS20",2.14804950588235,4.704707,40.0924940246482,1.09239418586785e-35,1.20235386435741e-33,71.4128731998667
"CHD5",2.46726567647059,5.38876840909091,40.0262509159129,1.17074399289189e-35,1.28154883418636e-33,71.3442142210921
"NAA25",2.78536760588235,5.75251556818182,39.9983047895561,1.20549969704486e-35,1.31242227886971e-33,71.3152145601372
"USP12",2.57917917647059,4.61930325,39.9864431466728,1.22056895421515e-35,1.32164525896421e-33,71.3028995769089
"MOGAT1",1.79880651176471,2.89400738636364,39.9809840266846,1.22756892248209e-35,1.32207852984738e-33,71.2972305781251
"GNAO1",2.60176852352941,4.99078990909091,39.9570465078614,1.25875089688982e-35,1.3484116559624e-33,71.2723635602353
"SOX17",3.01131617058823,4.36736129545455,39.8716291193559,1.37677691060651e-35,1.46699973793987e-33,71.1835069530969
"MAS1",2.7942576117647,4.55449470454545,39.8435363606253,1.41802023293136e-35,1.50295139185614e-33,71.1542411902734
"PAK2",1.91553385882353,3.74838259090909,39.8086984303989,1.47092674983292e-35,1.55082129750805e-33,71.1179197518785
"GCSIR",2.44745987647059,5.54111661363636,39.7995122236006,1.48521078721307e-35,1.5576828528509e-33,71.1083370379361
"SCN1A",1.56590732352941,2.86537525,39.786502971576,1.50568253023456e-35,1.57092877321139e-33,71.0947624548836
"DDX60L",1.95898924705882,4.97479804545454,39.7602686907076,1.5478478402801e-35,1.60655377909279e-33,71.0673745457905
"GANC",2.5661997117647,7.70101047727273,39.7501254059576,1.56447272611149e-35,1.61543905409615e-33,71.0567803453673
"MAPK8IP2",2.44878258823529,6.58799997727273,39.7190386133459,1.61657061754879e-35,1.66067398003781e-33,71.0242946540141
"DORIP1",2.50235884117647,5.44231195454545,39.7088322481156,1.63405949581341e-35,1.67007550102726e-33,71.0136234275335
"ZNF568",1.51282594117647,2.66746647727273,39.6999334375163,1.64946570078558e-35,1.67726380295111e-33,71.004317058358
"SLC9A9",3.54496386470588,5.40407045454546,39.6885756069208,1.66934514722067e-35,1.68890515096589e-33,70.9924359997641
"SDS",2.13535378823529,3.80046627272727,39.6678225443529,1.7063041578474e-35,1.71245752892005e-33,70.9707180588123
"GNA15",2.67923870588235,4.11221365909091,39.6659266595948,1.70972197376203e-35,1.71245752892005e-33,70.9687334585608
"THSD4-AS1",1.54587964117647,2.66565136363636,39.6580131139854,1.72406393035048e-35,1.71823127625775e-33,70.9604485786215
"SP110",2.14104559411765,3.74205977272727,39.6458600818231,1.74632920905849e-35,1.73180528296335e-33,70.9477220416953
"PUF60",2.63626405294117,5.44048154545454,39.6248599065432,1.78549866754227e-35,1.76192656690673e-33,70.9257216149544
"AMIGO1",3.01759717647059,5.31876225,39.6084003512772,1.81682629766385e-35,1.7840521762158e-33,70.9084698849768
"ANOS1",1.73554411764706,3.06301927272727,39.5971520018702,1.83855822462874e-35,1.79658528564697e-33,70.8966760227832
"VPS33B",2.71809887647059,5.36243754545455,39.5586735897937,1.91492989214628e-35,1.86212988346962e-33,70.8563060395734
"TPM1",1.79866222941176,3.64791277272727,39.5528057517236,1.92685825393786e-35,1.86467751414895e-33,70.8501462749501
"HLA-DMA",2.37540467058823,4.40868225,39.5471036638787,1.93852247462781e-35,1.86501763300501e-33,70.8441596268055
"ZNF638",1.51845688235294,2.74025784090909,39.5435491598437,1.9458300983329e-35,1.86501763300501e-33,70.8404272978234
"SFRP4",2.84702552941177,5.28015029545455,39.5348072007243,1.96392257356226e-35,1.86743915837256e-33,70.8312465610754
"MLPH",2.64635767647059,5.58123047727273,39.5333279098188,1.96700111030656e-35,1.86743915837256e-33,70.8296928195971
"TMEM178A",3.28011645294118,6.28494604545455,39.5100353090495,2.01613100966846e-35,1.90283262713212e-33,70.8052202312044
"DNASE1L1",2.78119737647059,4.31740381818182,39.5066946438752,2.02327950069459e-35,1.90283262713212e-33,70.801709141603
"SPATA41",1.58317072941176,2.95120934090909,39.4976505570246,2.04276276345889e-35,1.91217867652376e-33,70.7922021725055
"WDR64",2.51887679411765,4.37589159090909,39.4624867441204,2.12035588331467e-35,1.97557995602603e-33,70.7552178604239
"CSPG5",2.47528594117647,4.85880209090909,39.4547601967468,2.13780556411817e-35,1.98261671575996e-33,70.747086858601
"RASGEF1B",2.14468739411765,3.51238156818182,39.4418107322537,2.16738072201432e-35,1.99757728252043e-33,70.7334559534174
"RSU1",2.16070163529412,4.3255185,39.438988805296,2.17388102830199e-35,1.99757728252043e-33,70.7304849315104
"FAM167A-AS1",2.17558991764706,3.69614659090909,39.3963726080605,2.27450764014471e-35,2.08049940855611e-33,70.6855911565759
"LINC01723",2.92285174117647,4.83271622727273,39.3427358347915,2.40796180400233e-35,2.18894903324217e-33,70.6290184672509
"PCP4",2.52996230588235,4.66316027272727,39.3400213781919,2.41492480204932e-35,2.18894903324217e-33,70.6261533714691
"AP1G2",2.72235857058823,5.36164979545455,39.332140096364,2.43525841155606e-35,2.19743677929239e-33,70.6178335920927
"WDR49",2.36797347647059,7.96694654545455,39.2593344129804,2.63158047519734e-35,2.3639381201414e-33,70.5408979449415
"TPTE2P1",2.14749977647059,5.12156113636363,39.2534410013312,2.64816390663952e-35,2.36537244406617e-33,70.5346639622957
"GGTLC1",2.60687338235294,4.70492327272727,39.2503892633762,2.65679313056554e-35,2.36537244406617e-33,70.531435500166
"FNBP1",2.3525716,4.33796215909091,39.2323306606688,2.70844827901031e-35,2.40069185509445e-33,70.512325979711
"CPB1",2.91883544705882,5.20827770454545,39.2162324154866,2.75536158920191e-35,2.43151556629483e-33,70.4952834588346
"LINC02431",2.41231832941176,4.32438872727273,39.2012500310537,2.79976962794731e-35,2.45986777136142e-33,70.4794159458702
"ZNF620",1.5799058117647,2.93705915909091,39.1712281798685,2.89097086270727e-35,2.52890516688873e-33,70.4476021517307
"DPH3P1",2.28965445882353,3.42084793181818,39.1572907510484,2.93433751421705e-35,2.55568039499113e-33,70.432824514279
"CYB5R2",1.92190857647059,3.05370593181818,39.1526494669307,2.94892617537706e-35,2.55726792836161e-33,70.4279022627326
"ACTC1",2.51817920588235,4.28078536363637,39.1148040909966,3.0706863114296e-35,2.65137880131714e-33,70.3877440085505
"ERVMER61-1",3.33984342352941,6.22969272727273,39.087134304673,3.162952585926e-35,2.71932472966822e-33,70.3583585548394
"KAT6A",1.94889230588235,3.19113568181818,39.068735863061,3.22586801613262e-35,2.76156359398157e-33,70.3388077720886
"S100B",2.72301342352941,4.47794175,39.0509413138134,3.28793611075797e-35,2.80272068811505e-33,70.3198899245636
"PDE12",1.56119024117647,2.84628870454545,39.0469045481382,3.30218565751226e-35,2.80293996149516e-33,70.3155971318949
"ZNF326",2.29867352352941,4.14685288636364,39.0401017447613,3.32634220599917e-35,2.81153110002428e-33,70.3083618625424
"LINC01580",2.61989525294118,4.73070779545455,39.0280042883211,3.36974728276087e-35,2.81981031781131e-33,70.2954922282928
"RXFP2",1.64190038235294,2.86172493181818,39.0263765363014,3.37563162657977e-35,2.81981031781131e-33,70.2937602721336
"SYT7",1.50563581176471,2.77850038636364,39.0256208550496,3.37836699418288e-35,2.81981031781131e-33,70.292956189675
"KRAS",1.54834766470588,2.76635725,39.0187179118988,3.40345900093304e-35,2.82124679664494e-33,70.28561039238
"TAS2R19",2.8730728,6.05547993181818,39.0174043195063,3.40825541527594e-35,2.82124679664494e-33,70.2842123797878
"KRT10-AS1",3.11720298823529,5.47175393181818,39.0085045602411,3.44093433299251e-35,2.83657599006197e-33,70.2747394203965
"PWAR6",2.18848400588235,3.57394531818182,38.9982042631326,3.47915618767361e-35,2.8563301947327e-33,70.2637730160171
"FCER1G",2.40944189411765,5.23274295454546,38.9536750259602,3.64945482487913e-35,2.98391343069301e-33,70.216330717456
"LOC105370622",2.41009288235294,4.14628679545455,38.9327757830325,3.73229872098165e-35,3.03924422677661e-33,70.1940455311815
"MT-ND3",1.65560084117647,2.67672395454545,38.8929849876773,3.8953852489799e-35,3.15920474929414e-33,70.151582851263
"EVC2",1.68423649411765,2.78933168181818,38.8646189699655,4.0160805999916e-35,3.24395671689644e-33,70.121285536869
"NCK1-DT",2.70916428235294,4.13958465909091,38.8478581439768,4.08918750674142e-35,3.28974313795358e-33,70.1033731452576
"CCDC13-AS1",1.79019904705882,3.14814897727273,38.8413451853302,4.11796144321061e-35,3.2996401452158e-33,70.0964106214267
"CYP11A1",2.36952864117647,5.65100679545454,38.7950577809219,4.32851280078988e-35,3.45453260659055e-33,70.0468944808027
"ZNF766",4.54334512941176,7.81252125,38.7773972282937,4.4117202742729e-35,3.50696748151725e-33,70.0279864475519
"NADK2-AS1",1.91887641764706,3.67720161363636,38.7693702190663,4.45007837551424e-35,3.51536230311786e-33,70.0193895894936
"DNAJC14",1.65631335882353,2.90260877272727,38.7678506124382,4.45737831964825e-35,3.51536230311786e-33,70.0177619033273
"PPP6C",2.02454688235294,3.58222111363636,38.7591443580022,4.49943846379412e-35,3.53068100626471e-33,70.0084351999937
"MTMR10",3.92045239411765,6.43012927272727,38.7553927435174,4.51768753012364e-35,3.53068100626471e-33,70.0044155814501
"TTLL10",3.30377825882353,6.11423472727273,38.7529362683466,4.52967760887595e-35,3.53068100626471e-33,70.0017834121621
"SLC8A1",1.89247548235294,4.79936545454545,38.7357783464872,4.61433813799525e-35,3.58272951861708e-33,69.9833936504986
"TMEFF1",2.15985785882353,3.52616329545454,38.7245167479412,4.67078302918151e-35,3.61255311353529e-33,69.9713191039897
"VMA22",2.41876296470588,4.40749590909091,38.6952597991395,4.8207467994561e-35,3.71419999564249e-33,69.9399337421251
"AMELX",3.64662038235294,6.38134106818182,38.689846542983,4.84902911083936e-35,3.7216762892082e-33,69.9341240751231
"SYCN",3.25800817647059,5.10908102272727,38.6672609269747,4.96887381483715e-35,3.77934853350337e-33,69.9098757473894
"HS6ST1",3.33839104705882,5.60466990909091,38.6663430050909,4.97380809420508e-35,3.77934853350337e-33,69.9088899502691
"DPM3",2.58714216470588,5.72780759090909,38.6650493130526,4.98077083089501e-35,3.77934853350337e-33,69.9075005571388
"GRIK1-AS2",2.20513010588235,4.71335252272727,38.6459308229028,5.08483777278275e-35,3.84375359488242e-33,69.8869623518888
"CYP1A1",2.73576558823529,5.46638115909091,38.6161185469693,5.25157082366731e-35,3.95486717066555e-33,69.8549159727905
"MAP6",3.37710638235294,5.47312563636364,38.5859124003281,5.4262138875004e-35,4.06908191152054e-33,69.8224209707493
"MAB21L3",2.18277080588235,4.2400605,38.5829158842334,5.44385958609976e-35,4.06908191152054e-33,69.8191960088937
"HLA-C",3.41508658823529,5.78687770454545,38.5684316990806,5.52998415551305e-35,4.11809080309433e-33,69.8036040606912
"ADHFE1",3.10791181764706,5.94643375,38.5315479051821,5.75564701419889e-35,4.26862576959971e-33,69.7638729216296
"ATG14",3.00050372941176,5.86439459090909,38.528494038266,5.77474832049482e-35,4.26862576959971e-33,69.7605815996279
"ERVH-3",2.62280292941176,3.95488052272727,38.5224613078011,5.8126725451372e-35,4.27832535974514e-33,69.7540790247408
"REEP5",2.70925423529412,5.54380702272727,38.5196258675237,5.8305851797645e-35,4.27832535974514e-33,69.7510224016294
"TRAV24",3.55611937647059,5.81924490909091,38.5159152494759,5.8541119761382e-35,4.27991135423359e-33,69.7470219915443
"IL12A",2.41047311764706,4.20417597727273,38.5030051477893,5.93672632085025e-35,4.32452733306444e-33,69.7331006349214
"LAYN",2.89281871176471,5.906097,38.480941121565,6.08068892001664e-35,4.4133463929628e-33,69.7092975227097
"RAD21-AS1",2.55665704705882,4.77826254545455,38.4740853538997,6.12614436288832e-35,4.4302860605552e-33,69.7018986070963
"LIPT1",2.82202835294118,4.89048922727273,38.4705173858966,6.14993820576185e-35,4.43149504092883e-33,69.6980474458681
"EXOSC9",1.73854533529412,2.83445431818182,38.4582518709271,6.23245699540778e-35,4.47485944559171e-33,69.6848056826304
"MAST4",2.18085907058823,4.35235640909091,38.446748145133,6.31087965586527e-35,4.51498361665332e-33,69.6723825075696
"LOC731157",2.84018442941176,4.96278925,38.4432800792554,6.33471940862952e-35,4.51591100333333e-33,69.6686365239524
"SOX12",3.51613525294117,4.91466529545455,38.4343266197569,6.39669288117396e-35,4.54392027644244e-33,69.6589640072575
"DMTN",2.26786161764706,5.41969661363636,38.4136984572309,6.54184630622785e-35,4.63061007796312e-33,69.6366706183916
"CYB5R1",1.52335522941176,2.93685290909091,38.3685829119307,6.87116477659118e-35,4.84659059171389e-33,69.5878713899249
"SFTA3",2.01239615294118,3.48845913636364,38.3569930997616,6.95846899375485e-35,4.89094915378587e-33,69.5753260210278
"HPS5",1.99121025294118,3.39152372727273,38.3101638990499,7.32293733157852e-35,5.12912869322311e-33,69.5245972853131
"CEP290",1.95407206470588,3.39516281818182,38.2754390779311,7.60575910214245e-35,5.30866084787866e-33,69.4869409027503
