"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MTF2",1.33343956470588,2.96467413636364,11.2249253810472,2.31939377707748e-14,5.27438939067045e-14,21.9093413710714
"GNG2",5.4965631117647,6.88061436363637,11.2209780045965,2.34588366321223e-14,5.33402287644352e-14,21.8978445592377
"BRAP",-1.95639608823529,7.40056309090909,-11.2205106728976,2.34904008952675e-14,5.34059369803653e-14,21.8964833136699
"CLEC16A",1.48700930588235,5.29444193181818,11.2179276519854,2.36656416270742e-14,5.37982447881922e-14,21.8889589733886
"ARGLU1",1.67753023529412,6.828474,11.216808613688,2.37419725793449e-14,5.39656410654077e-14,21.885698948075
"LANCL1",1.45295273529412,5.54356170454545,11.2144745147861,2.39019900074511e-14,5.43231976207465e-14,21.8788986429047
"SLC29A2",0.706244470588235,14.3845827272727,11.2116761499811,2.409528051294e-14,5.47562857895876e-14,21.8707447930785
"ARHGAP35",1.56586389411765,5.78345029545455,11.2112879228025,2.41222215163735e-14,5.48112909954622e-14,21.8696135006598
"SH2D4B",1.49218954117647,12.1074239545455,11.2107649799246,2.41585594760876e-14,5.48876333701924e-14,21.8680896165792
"TBCCD1",1.45403834705882,7.43130529545455,11.2090916693824,2.42752075358481e-14,5.51464002447391e-14,21.863213261869
"SH3PXD2A",3.49626925882353,7.47244820454546,11.2082417077336,2.43346780859449e-14,5.52752320464507e-14,21.8607361691134
"HOXB13",4.48074972941176,6.92420495454545,11.2081164701173,2.4343453274706e-14,5.52888952379718e-14,21.8603711739722
"ZFAT",1.0062388,6.09556625,11.2064679108634,2.44592650951014e-14,5.55456295641164e-14,21.8555663900645
"USP33",0.897048447058823,4.60560320454545,11.2064264056714,2.44621880588684e-14,5.55459704370043e-14,21.8554454172094
"C10orf90",1.44461156470588,4.79550793181818,11.203224556193,2.46887479370869e-14,5.60540630937011e-14,21.8461124978807
"LOC101928160",0.732802976470587,3.12353618181818,11.2017429870413,2.47943024735699e-14,5.62873376190561e-14,21.8417934956678
"LRRD1",2.42903133529412,10.5358083409091,11.1997689365036,2.49356564911928e-14,5.66018210574022e-14,21.8360383954358
"OAZ1",1.89823636470588,8.90506061363636,11.199621228294,2.49462661523828e-14,5.66194882805951e-14,21.8356077502499
"INTS14",3.90790758235294,6.38605359090909,11.1981503641246,2.50521666102806e-14,5.6853404501772e-14,21.8313192736496
"COL3A1",3.39017001764706,5.11889193181818,11.1959965087029,2.52080660711515e-14,5.72007226480865e-14,21.8250389537801
"KIF21A",2.32604275294118,6.15502561363636,11.1951926540092,2.5266502524605e-14,5.73268296039062e-14,21.8226948808863
"TNS2",0.648384229411765,3.93232793181818,11.1946216575969,2.53080948336736e-14,5.74146948706851e-14,21.8210297816738
"CDK15",1.74064680588235,4.10582779545454,11.1941610534064,2.53416966600084e-14,5.74844148446708e-14,21.81968656985
"CC2D1A",2.5175412117647,6.61268740909091,11.1940323500926,2.53510938732781e-14,5.74992201618554e-14,21.8193112409575
"LINC01583",1.79357104117647,4.65414179545455,11.1928509499255,2.54375187809895e-14,5.76887100895258e-14,21.8158659028336
"GSTA1",1.93003057647059,5.46422475,11.191912860804,2.55063574562756e-14,5.78382785334065e-14,21.8131300090669
"TUBA8",8.19337562941176,8.01900822727273,11.1910000954091,2.55735194423528e-14,5.79840114849136e-14,21.810467862083
"BPI",1.14457593529412,5.11695618181818,11.1901236100054,2.56381809628593e-14,5.81240426717968e-14,21.8079114274389
"LIMS3",1.65615574117647,5.85583179545455,11.1879010733608,2.58028909760239e-14,5.8490835354952e-14,21.8014285378399
"MEX3B",3.79619413529412,7.06511470454545,11.1832274576932,2.6152762970845e-14,5.92772287657803e-14,21.7877940524933
"PLD5",1.89801914117647,8.03184940909091,11.1818870670026,2.62539924100629e-14,5.9499940712567e-14,21.7838831701022
"MEP1B",1.27369356470588,10.0919828636364,11.1810210878724,2.63196046923544e-14,5.96418915381498e-14,21.7813563640514
"PAGE5",2.44277124705882,6.57722006818182,11.1806230674242,2.63498171801884e-14,5.970360114846e-14,21.7801949636525
"AVPI1",1.55651219411765,6.29873765909091,11.1801256548719,2.63876237317712e-14,5.978250153753e-14,21.7787435142476
"CYB5D2",1.00421048235294,4.14941813636364,11.1796686084257,2.64224107654165e-14,5.98545439842614e-14,21.7774098250396
"SHOX",1.2529412,3.94777327272727,11.1782878735522,2.65277853606049e-14,6.0086453679742e-14,21.7733805938064
"NAA40",2.14412662941177,7.70938252272727,11.1781851882794,2.65356391011156e-14,6.00974474249347e-14,21.7730809300203
"CHID1",1.44859670588235,5.95321315909091,11.1779576117174,2.6553053395767e-14,6.01300888112147e-14,21.7724167943666
"S1PR3",1.11809502352941,4.52831729545454,11.1778455470522,2.65616329154498e-14,6.01427184991852e-14,21.7720897541113
"CEACAM3",0.949106194117647,3.70495047727273,11.1759273171247,2.67089273413365e-14,6.04693978867148e-14,21.7664914998899
"PGD",1.3744324,4.21031834090909,11.1746145676648,2.68102068204755e-14,6.06918367078501e-14,21.7626600360222
"ZNF8",1.20447584117647,5.00814915909091,11.1723515957759,2.69857132097842e-14,6.10822380811748e-14,21.7560546793285
"PRSS27",1.13107947647059,4.01630227272727,11.1711803241183,2.70770098196521e-14,6.12819636998385e-14,21.7526356122409
"F2RL1",1.78928777647059,3.18203984090909,11.1683554629406,2.72984908391367e-14,6.17762503942144e-14,21.7443888144608
"CLYBL-AS2",1.21427975294118,4.79685254545454,11.1643076119652,2.76190708747014e-14,6.24946603142458e-14,21.7325698746661
"CCDC167",1.84633275882353,6.50651645454545,11.1636567162667,2.76709759409491e-14,6.26050361474015e-14,21.7306691887102
"SPP1",2.66692825882353,3.900301,11.1626776478636,2.77492374775731e-14,6.27750113100784e-14,21.7278101002408
"CSNK2A2",0.679556435294118,4.27391511363636,11.1621264905544,2.77933929252132e-14,6.28678011605545e-14,21.7262005491373
"SLC5A9",1.6977298,7.48080870454545,11.1588908785724,2.8054053853807e-14,6.34502435135443e-14,21.7167507656087
"ZNF469",5.5677245117647,7.44832618181818,11.1552960716574,2.83465644085766e-14,6.4104580970039e-14,21.7062503538961
"CEP68",1.46984775882353,4.81861806818182,11.1535811393226,2.84871984102541e-14,6.44153469414393e-14,21.7012404599876
"SDR9C7",1.30122057647059,4.24454197727273,11.1527561825233,2.85551016721405e-14,6.45616023359277e-14,21.6988303490435
"AZGP1",0.432936941176469,14.1365386363636,11.149316015944,2.88400428949363e-14,6.5198480901858e-14,21.6887789599829
"CEACAM4",0.947564176470588,5.48613456818182,11.1482766775101,2.89266956631808e-14,6.53869970125071e-14,21.6857419485523
"ESD",0.938674529411762,13.8112736363636,11.1478590857222,2.89615859629186e-14,6.54584779430425e-14,21.6845216802871
"PPP6R3",1.69235677058824,10.6018709545455,11.1431676449761,2.93565112379769e-14,6.63435957941284e-14,21.6708110177529
"SRRM1",1.16281330588235,4.05302127272727,11.1420536445653,2.94510885675403e-14,6.65498258527883e-14,21.6675549529085
"UFM1",2.26542936470588,11.4246712272727,11.138080163574,2.97909600138151e-14,6.73102313328157e-14,21.6559397325648
"SLC46A1",1.02485854705882,6.62304493181818,11.1375757070341,2.98343926858134e-14,6.74007617325153e-14,21.6544649674413
"SLC23A3",1.09092279411765,5.99067768181818,11.1318308063067,3.03335768111439e-14,6.85207725170088e-14,21.6376675955785
"FAN1",1.39876301764706,5.12028063636364,11.1258837751079,3.08592635011623e-14,6.97003908507479e-14,21.6202747474543
"STRA6",4.61948482352941,7.82127352272727,11.125547606919,3.08892538278412e-14,6.97602629852665e-14,21.6192914450426
"FAF2",2.76287888235294,5.3750955,11.1255028916891,3.08932452046867e-14,6.97614122354057e-14,21.6191606505084
"WWP1-AS1",0.706029988235293,5.86435129545455,11.1233345044537,3.10874299405824e-14,7.01919969082222e-14,21.6128176886381
"TOM1L1",3.46500255882353,4.98173152272727,11.1218196385818,3.12238251915403e-14,7.0492016931921e-14,21.6083860472793
"SMC5-DT",2.40829501764706,5.89205838636364,11.1179114924477,3.15785194382916e-14,7.12847533680253e-14,21.5969516575449
"LINC00917",1.32343455882353,8.12371197727273,11.117629201644,3.16042974033915e-14,7.13349054179986e-14,21.596125659678
"TMEM232",0.901260770588235,4.81616420454545,11.1174755153681,3.16183405646221e-14,7.13585622116392e-14,21.5956759611729
"ACTR3C",1.58983275294118,7.68805568181818,11.1172914468014,3.16351682631218e-14,7.13884973129273e-14,21.5951373576237
"SDCBPP2",3.27257354117647,10.3352235,11.1154810249732,3.18011639346884e-14,7.17550029217929e-14,21.5898396450266
"IFT172",0.991791688235293,4.18808995454545,11.1145394726896,3.18878432309049e-14,7.19424795136262e-14,21.5870842788561
"MIR23AHG",1.09297047058824,2.97445222727273,11.1139910294105,3.19384434558027e-14,7.20485246966936e-14,21.5854792574863
"HLA-DQB2",1.43704941764706,3.86437747727273,11.1135023533378,3.19835981582303e-14,7.21422630678605e-14,21.5840491124852
"DKFZp451B082",1.64093107058823,11.2427169090909,11.1101080287738,3.22990352147402e-14,7.28455610697676e-14,21.5741145346389
"SRD5A2",1.54474825882353,5.56716554545454,11.1085036804942,3.24492261929998e-14,7.31760552851708e-14,21.5694183799239
"GK3",1.53941241764706,4.51933865909091,11.101508328023,3.31124289322123e-14,7.46632346206749e-14,21.5489381238972
"ACE2",3.61223325294117,5.76253295454545,11.1004472634953,3.32142199773461e-14,7.48843280344622e-14,21.5458311012941
"PMP22",2.85901652352941,9.38463120454546,11.1002674883904,3.3231497786889e-14,7.49148507390231e-14,21.5453046672096
"LBP",1.40215764117647,3.18526906818182,11.1001721129855,3.32406678229436e-14,7.49270910126258e-14,21.545025378443
"SLC22A25",0.720048147058823,3.66378327272727,11.0997960619095,3.32768489618881e-14,7.50002068411952e-14,21.5439241728599
"OXSR1",1.87398195882353,8.23363131818182,11.0960673112257,3.36377761178437e-14,7.58051446948638e-14,21.5330041372336
"SLC22A3",5.54587420588235,8.60357288636364,11.0959446450758,3.36497169872152e-14,7.58235242618555e-14,21.5326448662323
"RHBDD3",2.1033036,6.30377188636364,11.0956365028638,3.3679731914076e-14,7.58826217189033e-14,21.5317423547568
"ABCG5",6.45091789411764,6.28628775,11.0927236482414,3.39648084052043e-14,7.65163115129389e-14,21.523210350695
"STEAP4",1.76940762352941,5.08562925,11.0918538575574,3.4050407631198e-14,7.67005246450194e-14,21.5206624467397
"NUP58",1.07610080588235,6.17256134090909,11.0858072905658,3.46515585219537e-14,7.80458759064286e-14,21.5029473678951
"NALF1-IT1",1.42864395294118,3.50315884090909,11.080964585818,3.51407863667345e-14,7.91388681841962e-14,21.4887559439808
"POM121L2",1.08951977058824,4.71881125,11.0798434483313,3.52550441904292e-14,7.93872577813261e-14,21.4854700490642
"ZNF768",2.38025711764706,6.08118640909091,11.0797610494358,3.52634565278481e-14,7.93972756171579e-14,21.4852285432163
"VAV2",1.27250876470588,11.8118213636364,11.0765209291548,3.55958706877021e-14,8.01367140499042e-14,21.4757312676241
"FSHB",1.92307288235294,8.77695584090909,11.0728031794546,3.59812089576664e-14,8.09951205573631e-14,21.464832326163
"TRIM54",0.848222405882353,3.74670861363636,11.0717423777734,3.6091934038478e-14,8.12352385009877e-14,21.4617221579784
"CDKN2C",0.941229823529411,5.60713204545454,11.0709272114022,3.61772550830782e-14,8.14181298533e-14,21.4593320705267
"RPA1",4.26023239411765,4.35228420454545,11.0675300792144,3.65350339173223e-14,8.22140866582566e-14,21.4493706772517
"NICOL1",3.29519750588235,6.18855640909091,11.0664740516723,3.6646982980411e-14,8.24567407686839e-14,21.4462737908384
"HES4",0.998264305882353,5.91059211363636,11.0651010394931,3.67930565073803e-14,8.27761127533515e-14,21.4422471069028
"CTBP2",6.88353693529412,10.1012917954545,11.0646870831883,3.6837212841117e-14,8.28661479655537e-14,21.4410330342901
"TFAM",1.01191508235294,3.44129586363636,11.0627323022465,3.70464556689608e-14,8.33274870829355e-14,21.4352996533116
"LOC101928622",1.40161817058823,3.40755938636364,11.0617166752759,3.71556460007466e-14,8.35637027828625e-14,21.4323206211013
"MAGEC3",3.8536075117647,4.64999452272727,11.0578237432127,3.75772120086287e-14,8.45023249839303e-14,21.4209006631011
"NDUFAF8",1.28231896470588,5.73568334090909,11.0576159408414,3.75998510205992e-14,8.45437440391338e-14,21.4202910178465
"LSM11",1.02430263529412,4.21024593181818,11.0564076838113,3.77317591392706e-14,8.48308192006587e-14,21.4167461544712
"OR11A1",1.88493841176471,9.11208281818182,11.0559403724524,3.77829024953258e-14,8.49362700916134e-14,21.4153750755675
"GFUS",4.71108703529412,7.7128805,11.055885444564,3.77889185189928e-14,8.49402620929604e-14,21.4152139167831
"LOC339666",1.52442766470588,3.25632831818182,11.0534150824886,3.80604950691466e-14,8.55411014501453e-14,21.4079654573448
"EMD",1.37128058235294,6.51648377272727,11.0519732832248,3.82199127433037e-14,8.58856550443329e-14,21.4037346123644
"TST",-1.16111517647059,12.8799629545455,-11.0519510626717,3.82223749361136e-14,8.58856550443329e-14,21.4036694058325
"SLC22A8",3.00343603529412,11.0250250454545,11.0505116691995,3.83822134381804e-14,8.62351390302411e-14,21.3994453498252
"COL5A2",1.68322844117647,9.38297777272727,11.0504231309513,3.83920673629417e-14,8.62476049584444e-14,21.3991855160549
"CST4",2.03473791764706,9.5461375,11.0470613939944,3.87681208745829e-14,8.70826415518777e-14,21.3893190594522
"TXK",4.76618053529412,8.57015931818182,11.0466802339372,3.88109939459014e-14,8.71691703917811e-14,21.3882002903712
"TNS1",1.65211174117647,4.51188775,11.0461049531732,3.88757929958797e-14,8.73049198759487e-14,21.3865117089037
"ATG4D",4.4742824,5.92323993181818,11.0458543738244,3.89040523401963e-14,8.73585894494802e-14,21.3857761875352
"FBP1",5.97974132352941,7.01222234090909,11.045117718733,3.89872502342886e-14,8.75355970290595e-14,21.3836138494414
"HNRNPC",1.98748976470588,8.08799952272727,11.0422457771181,3.9313336492194e-14,8.82578456361795e-14,21.3751830391235
"RRAS",1.13505162941176,3.62770034090909,11.0412902053814,3.94224470375914e-14,8.8492879768829e-14,21.3723776481683
"NPY6R",2.31875801764706,3.79208606818182,11.041107456487,3.94433489511791e-14,8.85298785647081e-14,21.3718411161121
"RBFADN",1.32487357058823,3.86207838636364,11.0390610659407,3.96781749313752e-14,8.90469639508524e-14,21.3658328297216
"TCAM1P",1.03274053529412,3.64078463636364,11.0386163278718,3.9729396704045e-14,8.91519295144427e-14,21.3645269893619
"CISD1",1.16917570588235,3.91972365909091,11.0379558243811,3.98055927415834e-14,8.93129070115815e-14,21.3625875714484
"RBM34",1.42463668235294,3.32064193181818,11.035934835463,4.00396580159275e-14,8.98280243448381e-14,21.3566530500406
"BAK1",0.959877588235294,3.42813675,11.0355166968555,4.00882598841395e-14,8.9926990145474e-14,21.3554251437741
"SMARCA4",3.04501928823529,4.61262406818182,11.0348826293166,4.01620743280872e-14,9.00824849334054e-14,21.3535630975172
"MPP7",1.65211982352941,7.45169061363636,11.0321559347737,4.04810763539372e-14,9.07878326827217e-14,21.345555110374
"FARP1",3.75843900588235,6.23746120454545,11.0310717767593,4.06086281757779e-14,9.1063700841507e-14,21.3423707979691
"SNX5",0.937688294117646,13.8335238636364,11.0296561690366,4.07757897911319e-14,9.14283211434917e-14,21.3382127475144
"SH3BGRL",1.07454697058823,6.84539331818182,11.0275118406368,4.10303340152044e-14,9.198876899749e-14,21.331913742629
"TMEM259",4.32029257058823,7.28566725,11.0232950372494,4.15356094038026e-14,9.31111602033319e-14,21.3195250802912
"SEBOX",0.849899552941177,4.99138231818182,11.0177435099914,4.22104661361919e-14,9.46134113953448e-14,21.3032116122479
"MATN4",1.07647486470588,5.2698365,11.0168288772414,4.23227146177085e-14,9.48543991073995e-14,21.3005235337048
"DISP3",3.02322763529412,6.40544263636364,11.0162123873805,4.23985444065278e-14,9.50137198290149e-14,21.2987116276402
"AKT1",1.12482194117647,7.30718211363636,11.0159503353815,4.24308192250993e-14,9.50754105947639e-14,21.2979414240186
"AQP8",1.56842614705882,5.15103854545455,11.0127755898605,4.28238144868384e-14,9.59452691869305e-14,21.2886097487251
"ATF7",2.32928084705882,7.61189713636364,11.0107621168355,4.30749715514913e-14,9.64971852068299e-14,21.2826907839853
"C1orf50",-1.90218701764706,5.24664347727273,-11.0095316949586,4.32291879513999e-14,9.68318341767239e-14,21.2790734820286
"MFSD14CP",4.92122140588235,7.01693352272727,11.0067636633166,4.35781749883102e-14,9.76026387931384e-14,21.2709350693644
"RAPGEF2",2.02478868235294,5.70470388636364,11.0049812972495,4.38044043314395e-14,9.80983597056899e-14,21.2656941348629
"ENTREP2",0.909864688235294,4.20832613636364,11.0019377146997,4.41934758047466e-14,9.89586080170673e-14,21.256743729811
"ZBTB20",4.42974914117647,6.98853129545454,11.0018296581063,4.42073533636974e-14,9.89786188198934e-14,21.2564259408783
"TUFM",1.50432247058823,8.32159581818182,11.0001288563711,4.44263688385037e-14,9.94578699790909e-14,21.2514237720887
"PDGFRA",0.784238411764705,3.84733040909091,10.999145712499,4.45534723146769e-14,9.97312724782219e-14,21.2485321123952
"CHST15",1.69447437058824,11.83022525,10.9967520258487,4.4864480642269e-14,1.00416231980551e-13,21.2414911921732
"LINC02443",1.13561015882353,3.14926734090909,10.9959194470595,4.49731723824384e-14,1.00648261553458e-13,21.2390420270924
"SIRT7",1.48407332941176,6.22836627272727,10.9951015281788,4.50802106494549e-14,1.00876539290648e-13,21.2366358998065
"MITD1",3.44982845882353,5.049425,10.9942321708819,4.51942640924335e-14,1.01120462224911e-13,21.2340783584534
"CHLSN",1.96121567647059,6.54661275,10.9921210195434,4.54724532072993e-14,1.01731537039158e-13,21.2278672089521
"NECAP1",0.956115105882352,6.80215252272727,10.9911019825778,4.56073545556389e-14,1.02021946003189e-13,21.2248689286917
"LRRC41",2.12087012352941,5.03697836363636,10.9851578031181,4.64023908476826e-14,1.03788822405178e-13,21.2073768994478
"CD164",2.14967515294118,4.91997770454546,10.9823536929984,4.67823124959931e-14,1.04626915699423e-13,21.1991236258558
"PCNP",0.813352776470588,3.25845929545455,10.9821615454869,4.68084614044201e-14,1.04673710521695e-13,21.1985580454853
"ASB4",1.33519638235294,3.24279275,10.9788545092747,4.72608411838345e-14,1.05673531710523e-13,21.1888231417333
"CAVIN3",1.72674478235294,3.57284415909091,10.97831629165,4.73348845630086e-14,1.05827277630155e-13,21.1872386606841
"NPBWR2",1.66486600588235,9.13705068181818,10.9717684339391,4.82451727016728e-14,1.07848201228425e-13,21.167959173589
"C12orf57",1.83211604117647,4.03702081818182,10.9717370401026,4.82495796430284e-14,1.07848201228425e-13,21.1678667244368
"OR3A1",-2.71095530588235,7.35144484090909,-10.9688983892174,4.86497521595768e-14,1.08730540584697e-13,21.1595068896454
"GPR87",1.35963058823529,3.42482195454545,10.9681909996275,4.87499982942587e-14,1.08942432600467e-13,21.1574234642949
"SARDH",-2.58233287058823,4.94850052272727,-10.9674302688371,4.8858037623653e-14,1.09171690984609e-13,21.1551828651219
"IL6R-AS1",1.20152461176471,3.22989522727273,10.9662195902588,4.90304802895715e-14,1.09544789333114e-13,21.1516168704103
"RPL6",1.5026875,7.58973922727273,10.9658230113961,4.9087101150515e-14,1.09659062144208e-13,21.1504487257933
"ZNF532",-1.31402718235294,7.56250404545455,-10.964396182075,4.92913639158362e-14,1.10103100129575e-13,21.1462457553895
"PARGP1",2.09077184705882,6.88986711363636,10.9575327497646,5.02860492685344e-14,1.12312424902139e-13,21.1260246864069
"PLPPR4",1.14177898235294,3.26432820454545,10.9572718855052,5.03242545946207e-14,1.12385224976526e-13,21.1252560078979
"C2orf72",1.1599851,5.35734054545455,10.9568279322731,5.03893423021442e-14,1.12518036450402e-13,21.1239478081918
"LOC155060",1.13134315882353,4.835432,10.9560100864297,5.05094700157599e-14,1.1277370746274e-13,21.1215377906051
"CLDN10-AS1",1.62276958235294,7.50080563636363,10.9519526212034,5.11097566916738e-14,1.14101264465353e-13,21.1095800347889
"PSD2",1.85815755294118,8.08082822727273,10.9492311865084,5.15164363774579e-14,1.14996350959799e-13,21.1015585105713
"VEGFB",3.64718301764706,6.45600809090909,10.9464296402878,5.19385201947709e-14,1.15925619670379e-13,21.093299861837
"CTSH",1.23837305882353,4.17374665909091,10.9451424097581,5.21336312603141e-14,1.16344935003008e-13,21.0895049106951
"KIRREL3-AS2",1.33652820588235,7.51204081818182,10.9451136218072,5.21380032708669e-14,1.16344935003008e-13,21.0894200370115
"POT1",0.985783111764706,5.82563809090909,10.9433490817959,5.24066949207172e-14,1.16931489491179e-13,21.0842175529293
"BMAL2-AS1",0.963694135294118,4.08555434090909,10.9354668907562,5.36242123467299e-14,1.19634727890599e-13,21.0609732044853
"HOXB2",1.74601777647059,7.14043197727273,10.9283227732347,5.47525237970803e-14,1.22138369343331e-13,21.0398985252719
"SEMA6B",6.37063147058823,9.46298575,10.9260853048172,5.51108337661895e-14,1.22923975281629e-13,21.0332967931536
"ZNF571",7.95668261764705,10.7252201590909,10.925315851603,5.52346039707087e-14,1.23186326735831e-13,21.0310263449715
"ANKRD9",0.970699988235295,3.86289718181818,10.9246477528662,5.53422997075375e-14,1.23412773877479e-13,21.0290549048081
"RPL26L1",1.38881054705882,6.83529377272727,10.9242730178091,5.54027992988608e-14,1.23533935391227e-13,21.0279491034498
"C19orf48P",2.37554857647059,7.22948188636364,10.923964717811,5.54526235380966e-14,1.23631269306082e-13,21.027039331032
"ELAVL4",2.39394074117647,10.7880907272727,10.9234516198356,5.55356459741998e-14,1.23802588488223e-13,21.0255251866152
"ENAM",1.50018285294118,6.72982243181818,10.9220469795347,5.57635716862143e-14,1.24296858575525e-13,21.0213799413908
"ATP5MC3",-2.38200918823529,8.62639154545455,-10.919748729518,5.61385502256585e-14,1.25118762585713e-13,21.0145970114867
"PSME1",7.31573493529412,9.43637765909091,10.9152824293667,5.68746022434294e-14,1.26745136515784e-13,21.0014134785643
"MAP1A",3.47322405882353,5.93034186363636,10.9135615357155,5.71608159033761e-14,1.27368794680359e-13,20.99633309714
"LINC01091",1.98752302941176,3.70612231818182,10.9102682300383,5.77126318291764e-14,1.28584077499951e-13,20.9866096191029
"MTERF3",1.69677848235294,7.86255327272727,10.9070113937109,5.82636563847669e-14,1.29797327035103e-13,20.9769924485819
"ANAPC13",2.02418344705882,9.18973720454545,10.9069191364746,5.82793429560054e-14,1.29817835882876e-13,20.9767200007155
"CCNL1",-1.99013601176471,4.13615877272727,-10.903718828812,5.8826156205497e-14,1.31021298766791e-13,20.9672683915846
"VEPH1",1.92680391764706,6.92984540909091,10.9021470082277,5.90966262238342e-14,1.31609073542618e-13,20.9626257838251
"THEMIS2",1.26136711764706,12.2401561363636,10.9020948467962,5.91056234805213e-14,1.31614478608471e-13,20.9624717117845
"TJP2",1.51364061764706,4.12255568181818,10.8982166232725,5.97784835841994e-14,1.33097986346414e-13,20.9510154158373
"RNF157-AS1",3.14779430588235,6.12465613636364,10.8977533802586,5.98593730724119e-14,1.33263276437715e-13,20.9496468641891
"ZMYND19",2.6963850117647,6.55432479545455,10.8970167592698,5.99882275422873e-14,1.33535301047572e-13,20.9474706195593
"DBH-AS1",1.50110306470588,6.25523225,10.8957697079611,6.02070119980399e-14,1.34007429371637e-13,20.9437862206713
"SKA3",1.40591870588235,5.95816209090909,10.8916343374196,6.09383416292481e-14,1.3561933463561e-13,20.931566888377
"CYP4F2",4.37900761764706,5.82180954545454,10.8915983186477,6.09447509180192e-14,1.3561933463561e-13,20.9314604492622
"DNTT",1.37886325882353,10.0080420681818,10.8914951902472,6.09631056813277e-14,1.35645110852866e-13,20.9311556934864
"TNFRSF10B",2.31633853529412,4.785297,10.8894959876461,6.13200341913282e-14,1.36424136486082e-13,20.925247560262
"FAM83E",3.09557317647059,5.0778765,10.8876297244291,6.16551428302164e-14,1.3715444988061e-13,20.9197318329776
"BANK1",1.48538195294118,4.33809047727273,10.8863485194039,6.18862733986176e-14,1.37653323197991e-13,20.9159449823779
"LINC00511",1.75796282941177,8.13034006818182,10.8861448485556,6.19230967549782e-14,1.37719937181717e-13,20.9153429741916
"NSUN2",1.35174529411765,6.75061611363636,10.8844801530083,6.22249061152534e-14,1.38375812533388e-13,20.9104222849283
"PRKDC",3.36452185294118,6.25745084090909,10.8842538456328,6.22660507989067e-14,1.38451940237951e-13,20.9097533133896
"MTRFR",4.00619258823529,6.42668018181818,10.8841730029179,6.22807554144085e-14,1.38469266643888e-13,20.9095143382547
"ZNF462",2.87285502941176,4.31573595454546,10.8821990650675,6.26408942654606e-14,1.39254510478938e-13,20.903679018595
"HEY1",-2.90540011764706,6.31112768181818,-10.8809043663934,6.28782554304493e-14,1.39766668085082e-13,20.8998513823283
"RPP25",3.15674715882353,9.70698902272727,10.8774453494031,6.35168963039313e-14,1.41170583242023e-13,20.889624119604
"HTATSF1",1.0588024,5.16731811363636,10.877242222357,6.35546038678415e-14,1.41238720288507e-13,20.8890234869382
"IL11RA",1.49162984117647,4.55432595454546,10.8755087093551,6.38773311557082e-14,1.41940177228081e-13,20.8838973933713
"KIF5A",4.85143471764706,6.18280706818182,10.8749720242975,6.39775824395544e-14,1.42147175180696e-13,20.8823103079611
"NDRG4",1.80035968235294,7.32324484090909,10.8743861378568,6.40872067813475e-14,1.42374950232223e-13,20.8805776820344
"PLPPR5",1.03004036470588,4.44960470454545,10.8718306028833,6.45676034830884e-14,1.43426284428169e-13,20.8730197539108
"OR2B2",1.90922507647059,3.85386354545455,10.8714065419222,6.46476725880332e-14,1.43588222339891e-13,20.8717655236835
"TOR1B",2.00802556470588,10.4032777727273,10.871089641287,6.47075740110156e-14,1.43705184446285e-13,20.870828222744
"ODF2",3.81372758235294,7.21185445454545,10.871052067974,6.47146799565666e-14,1.43705184446285e-13,20.8707170908365
"TMC1",2.43164527058823,12.0861318636364,10.870357302501,6.4846218342512e-14,1.43981317428198e-13,20.868662125987
"NDUFA5",2.91324327647059,8.28356468181818,10.8687055533272,6.51600310759369e-14,1.44662057244062e-13,20.8637763635272
"FASLG",6.42150029411764,6.37787611363636,10.8673025957361,6.54277870035374e-14,1.45239208622733e-13,20.8596262351137
"CDC25A",6.01082118823529,7.02111002272728,10.8672675087218,6.54344976946967e-14,1.45239208622733e-13,20.8595224399939
"LRSAM1",1.30987650588235,4.54439184090909,10.8659272924866,6.56913492555867e-14,1.4579316511056e-13,20.8555576669275
"DIS3L",2.65113107058823,8.86238209090909,10.8657702183531,6.5721519342496e-14,1.45843965378185e-13,20.8550929781134
"RFK",1.25736458823529,5.96882652272727,10.8562587479629,6.75749026335634e-14,1.49940235883423e-13,20.8269483091496
"SART3",1.73350573529412,4.90629786363636,10.8535204946757,6.81182457798395e-14,1.51129106153699e-13,20.8188436028321
"CDK2AP1",2.36812705882353,5.80282845454546,10.851710156512,6.84798989182183e-14,1.51914655053128e-13,20.8134848203541
"DLX1",1.66251061764706,5.00901595454545,10.8505254723227,6.87176190564137e-14,1.52425129546903e-13,20.8099778090617
"KLHL41",1.45691174117647,9.19147795454546,10.8504697474048,6.87288214913208e-14,1.52427095434217e-13,20.8098128425971
"WDR27",1.47211993529412,7.39221090909091,10.8504453649909,6.87337236949521e-14,1.52427095434217e-13,20.809740661466
"MON1B",2.89120308823529,6.91997402272727,10.848556066103,6.91146578478056e-14,1.53254906575962e-13,20.8041473933776
"OSGEPL1",1.80178773529412,10.6601678863636,10.8484330473266,6.9139535978629e-14,1.53293102902479e-13,20.8037831805143
"SEPTIN7-DT",3.57114041764706,4.82844815909091,10.8476481800743,6.92984741216494e-14,1.53628489774776e-13,20.8014594347166
"GATD1-DT",2.64982124117647,7.29555604545454,10.8465665251248,6.95181207237107e-14,1.54098372727384e-13,20.7982568642909
"TAS2R50",0.774233664705882,4.12988213636364,10.8464469064837,6.95424544802543e-14,1.54135256489097e-13,20.7979026875004
